Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
IND-10443,2022-04-04,2022-04-05,Same Day,Pooja Sharma,Corporate,Madurai,Tamil Nadu,Office Supplies,Storage,1040.47,2,0.0,176.5
IND-10444,2021-06-10,2021-06-14,Second Class,Pooja Tiwari,Consumer,Noida,Uttar Pradesh,Technology,Machines,665.35,4,0.0,89.69
IND-10445,2021-09-12,2021-09-14,First Class,Deepak Kumar,Home Office,Surat,Gujarat,Technology,Copiers,987.65,1,0.4,-52.8
IND-10446,2023-06-10,2023-06-12,First Class,Anjali Gupta,Corporate,Mysuru,Karnataka,Office Supplies,Paper,3577.28,3,0.2,269.04
IND-10447,2023-01-20,not available,First Class,Nitin Iyer,Corporate,Agra,Uttar Pradesh,Furniture,Tables,4668.86,8,0.0,854.07
IND-10448,2023-04-15,2023-04-19,First Class,Rahul Jain,Consumer,Madurai,Tamil Nadu,Furniture,Tables,1300.55,1,0.4,-50.42
IND-10449,2023-06-12,2023-06-14,Standard Class,Ankit Sharma,Consumer,Kolkata,West Bengal,Office Supplies,Binders,3019.76,3,0.3,563.36
IND-10450,2022-12-09,2022-12-10,Standard Class,Rohit Jain,Home Office,New Delhi,Delhi,Technology,Copiers,1626.74,6,0.2,120.87
IND-10451,2021-01-29,2021-01-30,Same Day,Kavita Verma,Home Office,Kolkata,West Bengal,Office Supplies,Art,634.44,1,0.0,205.41
IND-10452,2022-11-25,2022-11-26,Standard Class,Ankit Kapoor,Home Office,Chennai,Tamil Nadu,Technology,Phones,1334.65,9,0.0,177.08
IND-10453,2021-03-21,not available,Standard Class,Rahul Chauhan,Consumer,Madurai,Tamil Nadu,Office Supplies,Binders,514.3,3,0.4,89.01
IND-10454,2022-03-06,2022-03-09,Same Day,Amit Patel,Consumer,Mumbai,Maharashtra,Office Supplies,Paper,4534.08,1,0.2,509.38
IND-10455,2022-09-07,2022-09-10,First Class,Deepak Gupta,Corporate,Bhopal,Madhya Pradesh,Technology,Phones,2219.48,5,0.4,-110.74
IND-10456,2021-11-26,2021-11-30,First Class,Rohit Sharma,Corporate,Chennai,Tamil Nadu,Technology,Phones,1884.04,4,0.2,469.28
IND-10457,2023-05-24,2023-05-28,Standard Class,Ritu Bansal,Corporate,New Delhi,Delhi,Furniture,Tables,2312.47,7,0.4,33.01
IND-10458,11/02/2021,2021-02-14,Same Day,Vivek Agarwal,Home Office,New Delhi,Delhi,Office Supplies,Binders,3740.51,5,0.4,283.8
IND-10459,2021-10-20,2021-10-23,Same Day,Ritu Chauhan,Home Office,Vadodara,Gujarat,Office Supplies,Art,958.92,4,0.3,220.26
IND-10460,2022-03-01,2022-03-04,Same Day,,Home Office,Howrah,West Bengal,Furniture,Furnishings,4452.13,9,0.2,468.39
IND-10461,2023-02-20,2023-02-21,Same Day,Pooja Kumar,Home Office,Kanpur,Uttar Pradesh,TECHNOLOGY,Copiers,1493.43,5,0.1,227.58
IND-10462,2021-12-21,2021-12-25,Standard Class,Priya Bansal,Corporate,Mumbai,  maharashtra  ,Technology,Phones,2622.48,8,0.0,547.86
IND-10463,2022-11-08,2022-11-12,Standard Class,Deepak Saxena,Home Office,Udaipur,Rajasthan,Office Supplies,Labels,933.95,4,0.3,185.46
IND-10464,2023-05-05,2023-05-06,Second Class,Priya Tiwari,Home Office,Vadodara,Gujarat,Technology,Machines,3949.22,3,0.1,264.56
IND-10465,2022-12-11,2022-12-15,First Class,Suresh Bansal,Home Office,Nashik,Maharashtra,Technology,Copiers,1247.05,1,0.4,-42.14
IND-10466,2021-03-01,2021-03-03,Same Day,Sneha Kapoor,Home Office,Madurai,Tamil Nadu,Office Supplies,Art,2398.29,6,0.1,660.54
IND-10467,2021-12-02,2021-12-05,First Class,Arjun Kumar,Home Office,Jaipur,Rajasthan,FURNITURE,Chairs,2886.3,7,0.1,814.97
IND-10468,2021-05-12,2021-05-16,Second Class,Sunita Patel,Home Office,Mysuru,Karnataka,Furniture,Tables,4791.76,2,0.2,4.14
IND-10469,2021-06-15,2021-06-16,Same Day,Vikas Pandey,Consumer,Noida,Uttar Pradesh,Office Supplies,Art,4686.63,7,0.0,1293.47
IND-10470,2022-01-06,2022-01-07,First Class,Arjun Kapoor,Corporate,New Delhi,Delhi,Furniture,Bookcases,902.92,9,0.1,98.81
IND-10471,2021-03-28,2021-03-31,First Class,Sunita Yadav,Corporate,Jaipur,Rajasthan,Office Supplies,Storage,1027.87,3,0.4,68.43
IND-10472,2022-11-18,2022-11-20,Standard Class,Ankit Tiwari,Corporate,Jaipur,  rajasthan  ,Technology,Accessories,4487.28,1,0.4,-351.21
IND-10473,2021-01-15,2021-01-19,First Class,Priya Mehta,Consumer,Bhopal,Madhya Pradesh,Technology,Copiers,1749.56,1,0.1,155.85
IND-10474,2022-10-22,2022-10-25,Standard Class,Kiran Patel,Corporate,Bhopal,Madhya Pradesh,Furniture,Bookcases,4440.7,9,0.1,501.56
IND-10475,2021-06-28,2021-07-01,Second Class,Neha Jain,Consumer,Indore,Madhya Pradesh,Office Supplies,Art,4591.33,7,0.0,690.22
IND-10476,2021-12-31,2022-01-01,Second Class,Ritu Agarwal,Home Office,Indore,Madhya Pradesh,Furniture,Tables,4212.45,3,0.0,821.07
IND-10477,2021-10-21,2021-10-23,Same Day,Sneha Verma,Home Office,Ahmedabad,Gujarat,Technology,Machines,317.72,9,0.4,-2.96
IND-10478,2021-11-10,2021-11-14,First Class,Sneha Joshi,Corporate,New Delhi,Delhi,Office Supplies,Labels,3098.34,4,0.4,-291.38
IND-10479,2022-05-10,2022-05-14,Standard Class,Manish Chauhan,Consumer,Mangalore,Karnataka,Furniture,Bookcases,4801.7,5,0.1,475.75
IND-10480,2021-12-10,2021-12-14,Same Day,Deepak Sharma,Consumer,Nashik,Maharashtra,Office Supplies,Storage,3496.63,7,0.2,1008.33
IND-10481,2022-08-05,2022-08-09,Same Day,Deepak Patel,Consumer,Udaipur,Rajasthan,Technology,Machines,4482.21,7,0.2,411.78
IND-10482,2022-12-30,2023-01-03,Standard Class,Pooja Kumar,Corporate,Udaipur,Rajasthan,Office Supplies,Paper,4897.69,4,0.4,225.38
IND-10483,2021-09-25,2021-09-27,First Class,Priya Jain,Consumer,Bhopal,Madhya Pradesh,Technology,Copiers,4924.69,1,0.1,1483.92
IND-10484,2022-06-23,2022-06-27,Standard Class,Deepak Gupta,Consumer,Pune,Maharashtra,Furniture,Chairs,500.83,7,0.4,9.5
IND-10485,2022-05-17,2022-05-19,First Class,Deepak Verma,Home Office,Jaipur,Rajasthan,Technology,Accessories,3217.17,4,0.0,998.82
IND-10486,2021-10-18,2021-10-22,Second Class,Kavita Chauhan,Consumer,Kolkata,West Bengal,Office Supplies,Binders,4912.52,7,0.4,298.77
IND-10487,2022-08-16,2022-08-18,First Class,Suresh Chauhan,Corporate,Bhopal,Madhya Pradesh,Furniture,Bookcases,1656.52,7,0.2,23.53
IND-10488,2023-03-21,2023-03-24,Same Day,Rahul Agarwal,Corporate,New Delhi,Delhi,Technology,Machines,3312.55,5,0.4,252.85
IND-10489,2023-05-02,2023-05-04,First Class,Anjali Kumar,Consumer,Coimbatore,Tamil Nadu,Office Supplies,Labels,717.18,5,0.0,100.09
IND-10490,2023-03-14,2023-03-17,Same Day,Deepak Chatterjee,Consumer,Kanpur,  uttar pradesh  ,Technology,Copiers,1472.72,4,0.0,160.75
IND-10491,2023-04-23,2023-04-25,Standard Class,Kavita Sharma,Home Office,Surat,Gujarat,Furniture,Furnishings,1764.48,6,0.1,424.03
IND-10492,2023-04-17,2023-04-18,Standard Class,Neha Joshi,Corporate,Nashik,Maharashtra,Technology,Copiers,4439.15,8,0.1,527.21
IND-10493,2021-07-15,2021-07-18,Same Day,Priya Jain,Consumer,New Delhi,Delhi,Technology,Accessories,4233.53,2,0.4,-287.53
IND-10494,2022-06-01,2022-06-04,Standard Class,Rahul Singh,Consumer,Chennai,Tamil Nadu,Furniture,Furnishings,2036.98,3,0.4,-5.08
IND-10495,2022-09-09,2022-09-11,Same Day,Pooja Agarwal,Consumer,Jaipur,Rajasthan,Furniture,Tables,"1,916.95",4,0.2,496.06
IND-10496,2021-05-16,2021-05-17,Standard Class,,Consumer,Bhopal,Madhya Pradesh,Furniture,Tables,534.38,7,0.0,76.77
IND-10497,2021-08-23,2021-08-26,First Class,Sunita Pandey,Consumer,Mumbai,Maharashtra,Office Supplies,Paper,2611.02,7,0.0,693.87
IND-10498,2023-04-07,2023-04-11,Same Day,Anjali Joshi,Home Office,Kanpur,Uttar Pradesh,Furniture,Tables,911.12,7,0.2,226.31
IND-10499,2022-09-17,2022-09-19,First Class,Neha Chauhan,Home Office,Vadodara,Gujarat,Technology,Accessories,4165.03,6,0.0,749.26
IND-10500,2021-09-16,2021-09-17,Same Day,Rahul Chauhan,Corporate,Chennai,Tamil Nadu,Technology,Accessories,3771.25,8,0.0,427.46
IND-10501,2023-03-19,2023-03-20,Standard Class,Manish Jain,Consumer,Mangalore,Karnataka,Office Supplies,Paper,4442.33,5,0.1,1003.95
IND-10502,2023-04-23,2023-04-24,Standard Class,Rahul Tiwari,Consumer,Mysuru,Karnataka,Office Supplies,Storage,771.89,5,0.4,114.65
IND-10503,2021-03-14,2021-03-15,First Class,Deepak Tiwari,Consumer,Madurai,Tamil Nadu,Technology,Phones,4613.83,9,0.4,792.79
IND-10504,2023-05-12,2023-05-14,First Class,Anjali Iyer,Home Office,Jaipur,Rajasthan,Furniture,Furnishings,3656.94,7,0.4,-186.89
IND-10505,2022-06-01,2022-06-05,Same Day,Neha Joshi,Home Office,Bhopal,Madhya Pradesh,Furniture,Tables,2859.83,2,0.0,703.63
IND-10506,2022-05-28,2022-05-30,Standard Class,Sneha Kumar,Consumer,New Delhi,Delhi,Technology,Phones,2782.94,8,0.1,226.82
IND-10507,2022-11-24,2022-11-27,First Class,Sunita Saxena,Consumer,New Delhi,Delhi,Furniture,Bookcases,592.35,2,0.0,99.2
IND-10508,2022-09-18,2022-09-22,Standard Class,Anjali Gupta,Home Office,Vadodara,Gujarat,Office Supplies,Paper,3076.48,2,0.3,567.95
IND-10509,2022-06-17,2022-06-19,Second Class,,Corporate,Indore,Madhya Pradesh,Furniture,Chairs,3597.68,3,0.4,127.15
IND-10510,2022-09-29,2022-10-01,Same Day,Ankit Pandey,Home Office,Lucknow,Uttar Pradesh,Furniture,Chairs,1832.1,9,0.0,557.1
IND-10511,2022-04-23,2022-04-26,First Class,Rohit Gupta,Corporate,Ahmedabad,Gujarat,Office Supplies,Paper,386.14,2,0.4,52.32
IND-10512,2023-06-09,2023-06-10,First Class,Vikas Yadav,Consumer,Agra,Uttar Pradesh,Office Supplies,Paper,1132.3,1,0.3,253.13
IND-10513,2022-06-28,2022-06-30,Standard Class,Kavita Jain,Consumer,Pune,Maharashtra,Office Supplies,Art,4597.18,3,0.4,490.74
IND-10514,2022-01-04,2022-01-06,First Class,Sneha Kumar,Corporate,Mangalore,Karnataka,Technology,Phones,2921.35,8,0.4,215.92
IND-10515,2022-07-16,2022-07-19,Second Class,Vikas Sharma,Consumer,Kolkata,West Bengal,FURNITURE,Tables,894.56,1,0.0,162.75
IND-10516,2022-01-04,2022-01-07,Second Class,Suresh Patel,Consumer,Agra,Uttar Pradesh,Technology,Accessories,4672.68,9,0.2,633.26
IND-10517,2021-08-23,2021-08-26,Standard Class,Anjali Chatterjee,Consumer,New Delhi,Delhi,Office Supplies,Storage,3208.06,5,0.4,553.9
IND-10518,2021-05-31,2021-06-03,Standard Class,Pooja Gupta,Home Office,Pune,Maharashtra,Furniture,Tables,1068.09,7,0.4,68.49
IND-10519,02/11/2022,2022-11-05,Second Class,Anjali Chauhan,Consumer,Ahmedabad,Gujarat,Furniture,Tables,552.83,7,0.1,106.19
IND-10520,2021-04-25,2021-04-29,Same Day,Ritu Verma,Consumer,Jaipur,Rajasthan,Furniture,Bookcases,3064.77,2,0.1,508.99
IND-10521,2023-04-13,2023-04-17,Second Class,Sneha Singh,Consumer,Chennai,Tamil Nadu,Technology,Accessories,1055.55,2,0.4,75.62
IND-10522,12/06/2021,2021-06-14,Standard Class,Amit Saxena,Consumer,Chennai,Tamil Nadu,Technology,Copiers,1110.71,5,0.2,251.89
IND-10523,2021-03-26,2021-03-28,Second Class,Rahul Tiwari,Corporate,Udaipur,Rajasthan,Furniture,Chairs,2726.07,2,0.4,-72.34
IND-10524,2021-03-21,2021-03-25,Same Day,Deepak Singh,Corporate,Nagpur,Maharashtra,Technology,Accessories,2052.9,4,0.3,313.04
IND-10525,2022-02-09,2022-02-11,Second Class,Ritu Mishra,Home Office,New Delhi,Delhi,Technology,Machines,3227.31,6,N/A,552.29
IND-10526,2022-02-06,2022-02-10,Standard Class,Neha Joshi,Consumer,Indore,Madhya Pradesh,Technology,Phones,4122.16,7,0.1,933.06
IND-10527,2022-01-30,2022-02-01,Second Class,Deepak Chatterjee,Home Office,Madurai,Tamil Nadu,Office Supplies,Labels,965.43,7,0.3,-45.39
IND-10528,2021-01-01,2021-01-04,First Class,Priya Mishra,Consumer,Agra,Uttar Pradesh,Technology,Machines,879.28,6,0.2,227.09
IND-10529,2023-06-16,2023-06-17,Same Day,Anjali Sharma,Corporate,Madurai,Tamil Nadu,TECHNOLOGY,Copiers,2074.73,2,0.2,463.76
IND-10530,2021-08-15,2021-08-17,Same Day,,Corporate,Jaipur,Rajasthan,Furniture,Furnishings,3624.36,5,0.3,-163.95
IND-10531,2022-11-07,2022-11-08,Second Class,Suresh Tiwari,Corporate,Jaipur,Rajasthan,Office Supplies,Labels,4862.9,5,0.3,301.38
IND-10532,2021-04-30,2021-05-03,Standard Class,Neha Patel,Home Office,Jaipur,Rajasthan,Office Supplies,Art,1096.73,6,0.2,217.86
IND-10533,2021-04-29,2021-05-03,Standard Class,Manish Verma,Corporate,Udaipur,Rajasthan,Technology,Accessories,2639.09,6,0.4,-170.91
IND-10534,2021-06-06,2021-06-10,Second Class,Sneha Patel,Consumer,Mysuru,Karnataka,Office Supplies,Art,4026.97,6,0.1,442.6
IND-10535,2022-03-02,2022-03-03,Same Day,Kavita Kapoor,Home Office,Vadodara,Gujarat,Office Supplies,Art,4415.86,2,0.0,1118.78
IND-10536,2023-03-15,2023-03-17,Standard Class,Amit Patel,Consumer,Chennai,Tamil Nadu,Office Supplies,Labels,1312.33,2,0.1,140.55
IND-10537,2023-05-04,2023-05-06,First Class,Vikas Bansal,Home Office,Coimbatore,Tamil Nadu,Technology,Copiers,2261.95,7,0.1,606.3
IND-10538,2021-06-23,2021-06-27,Same Day,Suresh Kapoor,Home Office,Indore,Madhya Pradesh,Furniture,Bookcases,4066.37,9,0.3,-116.53
IND-10539,2023-05-07,2023-05-09,First Class,,Home Office,Surat,Gujarat,Office Supplies,Art,1634.08,3,0.4,211.17
IND-10540,2022-03-21,2022-03-22,Standard Class,Rahul Yadav,Home Office,Agra,Uttar Pradesh,OFFICE SUPPLIES,Art,4728.28,2,0.1,390.74
IND-10541,2021-08-03,2021-08-07,Second Class,Nitin Jain,Consumer,Howrah,West Bengal,Office Supplies,Labels,2448.45,1,0.1,539.79
IND-10542,2021-03-29,2021-04-01,First Class,Ankit Kumar,Home Office,Surat,Gujarat,Furniture,Chairs,1875.0,4,0.1,596.09
IND-10543,2022-04-22,2022-04-23,First Class,Pooja Agarwal,Home Office,Bhopal,Madhya Pradesh,Office Supplies,Paper,2436.04,8,0.4,-179.2
IND-10544,2021-09-01,2021-09-03,Standard Class,Priya Saxena,Home Office,Agra,Uttar Pradesh,Technology,Machines,2096.71,1,0.3,89.55
IND-10545,2022-01-12,2022-01-14,Second Class,Kiran Saxena,Consumer,Vadodara,Gujarat,Office Supplies,Art,2569.94,6,0.0,444.49
IND-10546,2021-01-12,2021-01-13,Standard Class,Rohit Agarwal,Home Office,Indore,Madhya Pradesh,Furniture,Tables,4745.32,8,0.0,1243.01
IND-10547,2023-06-05,2023-06-09,Standard Class,,Corporate,Bhopal,Madhya Pradesh,Technology,Copiers,2601.89,2,0.2,519.89
IND-10548,2022-02-11,2022-02-12,First Class,Deepak Kumar,Home Office,Vadodara,Gujarat,Furniture,Bookcases,3719.17,3,0.4,118.07
IND-10549,2023-04-15,2023-04-17,First Class,Sneha Mishra,Corporate,Surat,Gujarat,Office Supplies,Binders,1466.36,5,0.0,370.25
IND-10550,2021-04-04,2021-04-06,Second Class,Nitin Jain,Home Office,Howrah,West Bengal,Office Supplies,Binders,4907.09,6,0.2,366.55
IND-10551,2021-12-26,2021-12-28,Second Class,Neha Bansal,Corporate,Kolkata,West Bengal,OFFICE SUPPLIES,Binders,3676.93,6,0.3,699.7
IND-10552,2023-05-24,2023-05-25,Same Day,Sneha Mishra,Home Office,Indore,Madhya Pradesh,Furniture,Bookcases,4894.38,1,0.4,134.54
IND-10553,2021-11-07,2021-11-11,Standard Class,Rahul Bansal,Home Office,New Delhi,Delhi,Office Supplies,Storage,2332.17,9,0.4,-39.53
IND-10554,2022-11-14,2022-11-17,First Class,Pooja Gupta,Home Office,New Delhi,Delhi,Technology,Copiers,"2,338.28",1,0.0,534.79
IND-10555,2023-02-02,2023-02-05,First Class,Rohit Patel,Home Office,Nashik,Maharashtra,Technology,Phones,581.04,8,0.0,229.88
IND-10556,2022-01-28,2022-01-31,Same Day,Priya Saxena,Corporate,Nashik,Maharashtra,Office Supplies,Art,720.71,1,0.3,60.37
IND-10557,2022-11-10,2022-11-11,Same Day,Anjali Singh,Consumer,Ahmedabad,Gujarat,Technology,Accessories,3819.85,2,0.0,965.74
IND-10558,2021-04-01,2021-04-02,Standard Class,Arjun Sharma,Home Office,Vadodara,Gujarat,Furniture,Furnishings,840.7,2,0.3,129.39
IND-10559,2021-05-26,2021-05-29,Second Class,Kiran Mehta,Home Office,Madurai,Tamil Nadu,Office Supplies,Storage,1743.52,2,0.0,236.79
IND-10560,2021-05-25,2021-05-29,Standard Class,Anjali Verma,Home Office,Bengaluru,Karnataka,Furniture,Tables,4469.26,1,0.3,984.7
IND-10561,2022-08-07,2022-08-09,First Class,Suresh Iyer,Home Office,Howrah,  west bengal  ,Furniture,Furnishings,4223.78,1,0.4,195.46
IND-10562,2022-09-23,2022-09-26,Second Class,Anjali Yadav,Corporate,Indore,Madhya Pradesh,Technology,Accessories,543.09,5,0.0,216.02
IND-10563,2021-02-26,2021-02-27,Standard Class,Kavita Kumar,Consumer,Nagpur,Maharashtra,Furniture,Chairs,4596.47,7,0.3,744.97
IND-10564,2021-09-03,2021-09-06,Standard Class,Sunita Chatterjee,Home Office,Jaipur,Rajasthan,Office Supplies,Art,1353.16,2,0.0,449.5
IND-10565,2023-02-12,2023-02-13,Standard Class,Deepak Joshi,Corporate,Lucknow,  uttar pradesh  ,Technology,Machines,4748.89,7,0.4,265.93
IND-10566,2023-02-06,2023-02-08,Second Class,Vivek Kumar,Corporate,Surat,Gujarat,Technology,Accessories,3015.14,1,0.0,881.25
IND-10567,2021-06-24,not available,Standard Class,Arjun Mehta,Corporate,Bhopal,Madhya Pradesh,Furniture,Tables,4185.84,5,0.0,1078.9
IND-10568,2021-03-09,2021-03-10,Standard Class,Kiran Yadav,Corporate,Ahmedabad,Gujarat,Technology,Copiers,1305.09,5,0.1,385.24
IND-10569,2021-08-29,2021-09-02,First Class,Vivek Chauhan,Home Office,Howrah,West Bengal,Furniture,Chairs,1507.6,7,0.3,68.09
IND-10570,2022-12-29,2022-12-31,Second Class,Ritu Jain,Home Office,New Delhi,Delhi,Technology,Machines,4818.1,7,0.4,509.83
IND-10571,2023-03-08,2023-03-10,Second Class,Vikas Mishra,Consumer,Jaipur,Rajasthan,Office Supplies,Labels,4116.44,7,0.2,212.33
IND-10572,2022-11-16,2022-11-17,Same Day,Manish Kumar,Corporate,New Delhi,Delhi,FURNITURE,Chairs,1202.43,8,0.4,-45.78
IND-10573,2021-10-20,2021-10-22,Standard Class,Nitin Sharma,Consumer,,Tamil Nadu,Technology,Copiers,4964.81,4,0.3,1058.47
IND-10574,01/02/2021,2021-02-02,First Class,Vivek Tiwari,Home Office,Ahmedabad,  gujarat  ,Office Supplies,Binders,1300.37,8,0.0,219.11
IND-10575,2021-11-01,2021-11-02,First Class,,Consumer,Mangalore,Karnataka,Technology,Copiers,4499.07,4,0.0,607.16
IND-10576,2022-07-07,2022-07-11,Standard Class,Sunita Yadav,Corporate,Mangalore,Karnataka,Office Supplies,Storage,1546.58,9,0.4,-76.61
IND-10577,2022-09-27,2022-09-28,Same Day,Suresh Chauhan,Corporate,Pune,Maharashtra,Office Supplies,Storage,4626.21,4,0.2,1387.24
IND-10578,2021-07-07,2021-07-10,Same Day,Manish Tiwari,Corporate,Jaipur,Rajasthan,Furniture,Bookcases,1229.36,6,0.0,143.76
IND-10579,2021-09-13,2021-09-15,Same Day,Priya Patel,Corporate,Kanpur,Uttar Pradesh,Technology,Copiers,3965.15,6,0.2,312.97
IND-10580,2021-11-17,2021-11-18,Second Class,Kiran Bansal,Corporate,Bengaluru,Karnataka,Furniture,Chairs,1511.74,2,0.3,183.78
IND-10581,2021-01-29,2021-01-30,Standard Class,,Home Office,Lucknow,Uttar Pradesh,Furniture,Furnishings,3348.14,5,0.1,770.76
IND-10582,2021-01-08,2021-01-11,Same Day,Deepak Kumar,Consumer,Nagpur,Maharashtra,Office Supplies,Labels,2660.25,5,0.1,215.46
IND-10583,2022-07-10,2022-07-13,Standard Class,Vikas Chatterjee,Consumer,Chennai,Tamil Nadu,Office Supplies,Storage,2055.37,5,0.1,383.63
IND-10584,2021-12-13,2021-12-14,Same Day,Suresh Chatterjee,Home Office,Coimbatore,Tamil Nadu,Office Supplies,Labels,3403.06,5,0.1,615.63
IND-10585,2021-05-14,2021-05-16,Second Class,Deepak Saxena,Home Office,,Uttar Pradesh,Furniture,Furnishings,2816.82,3,0.0,404.5
IND-10586,2021-11-29,2021-12-01,Same Day,Suresh Joshi,Consumer,Bengaluru,Karnataka,Office Supplies,Labels,3596.41,4,0.1,1111.64
IND-10587,2023-04-14,2023-04-17,Standard Class,Pooja Yadav,Consumer,Agra,Uttar Pradesh,TECHNOLOGY,Accessories,1930.65,9,0.1,367.94
IND-10588,2021-08-02,2021-08-05,Same Day,Pooja Joshi,Home Office,Lucknow,Uttar Pradesh,Office Supplies,Binders,2388.83,4,0.2,160.16
IND-10589,2022-08-25,2022-08-29,Second Class,Sunita Sharma,Corporate,Agra,Uttar Pradesh,OFFICE SUPPLIES,Binders,4823.57,8,0.4,728.11
IND-10590,2022-11-24,2022-11-25,Second Class,Nitin Kapoor,Corporate,Mumbai,  maharashtra  ,Furniture,Tables,2612.77,8,0.3,527.99
IND-10591,2021-03-31,2021-04-04,Standard Class,Vivek Gupta,Home Office,Nashik,Maharashtra,Furniture,Chairs,4675.75,1,0.4,580.73
IND-10592,2022-01-14,2022-01-15,First Class,Sunita Mishra,Home Office,,Madhya Pradesh,Technology,Phones,1727.25,9,0.3,28.0
IND-10593,2021-01-22,2021-01-23,Same Day,Manish Yadav,Home Office,Kanpur,Uttar Pradesh,Furniture,Tables,3545.97,9,0.0,949.08
IND-10594,07/09/2022,2022-09-09,Standard Class,Vivek Kapoor,Corporate,Madurai,Tamil Nadu,Office Supplies,Binders,3970.63,8,0.4,520.36
IND-10595,2021-04-18,2021-04-20,Standard Class,Suresh Tiwari,Corporate,Mumbai,Maharashtra,Technology,Accessories,1851.45,7,0.0,455.57
IND-10596,2022-01-12,2022-01-15,Same Day,Nitin Chatterjee,Corporate,New Delhi,Delhi,Office Supplies,Paper,557.26,8,0.3,37.94
IND-10597,2021-06-15,2021-06-18,Standard Class,Vikas Iyer,Consumer,Chennai,Tamil Nadu,Furniture,Chairs,3632.05,9,0.3,313.6
IND-10598,2023-03-05,2023-03-06,Second Class,Suresh Sharma,Consumer,Indore,Madhya Pradesh,Office Supplies,Storage,1361.41,6,0.4,169.7
IND-10599,2022-01-18,2022-01-20,Second Class,Nitin Agarwal,Corporate,Kanpur,Uttar Pradesh,Office Supplies,Binders,2397.51,5,0.3,22.26
IND-10600,2022-08-04,2022-08-07,First Class,Amit Chauhan,Corporate,New Delhi,Delhi,Office Supplies,Art,2227.8,5,0.1,569.61
IND-10601,2022-02-18,2022-02-22,Same Day,Nitin Chauhan,Corporate,Pune,Maharashtra,Office Supplies,Paper,2300.24,7,0.3,501.52
IND-10602,2021-05-31,2021-06-03,Standard Class,Kavita Joshi,Home Office,Chennai,  tamil nadu  ,Office Supplies,Labels,3564.72,4,0.0,743.24
IND-10603,2021-02-02,2021-02-06,First Class,Suresh Bansal,Consumer,Surat,Gujarat,Furniture,Tables,304.49,7,0.2,88.58
IND-10604,2023-04-12,2023-04-13,First Class,Sneha Gupta,Home Office,Mumbai,Maharashtra,Office Supplies,Storage,3180.87,1,0.3,504.42
IND-10605,2022-04-16,2022-04-18,Standard Class,Vivek Joshi,Corporate,Nashik,Maharashtra,Furniture,Tables,3469.18,2,0.1,216.8
IND-10606,2023-01-09,2023-01-10,Second Class,Anjali Sharma,Home Office,Bhopal,Madhya Pradesh,Technology,Accessories,1432.67,8,0.0,363.78
IND-10607,2021-01-11,2021-01-14,Second Class,Nitin Jain,Home Office,New Delhi,Delhi,Technology,Phones,2620.34,2,0.4,239.31
IND-10608,2021-11-30,2021-12-02,Same Day,Pooja Chauhan,Corporate,Mangalore,  karnataka  ,Technology,Copiers,541.81,7,0.3,76.71
IND-10609,2022-11-07,2022-11-11,First Class,Nitin Chatterjee,Consumer,Lucknow,Uttar Pradesh,Technology,Accessories,4502.34,8,0.0,1018.78
IND-10610,2022-07-05,2022-07-09,First Class,Suresh Gupta,Home Office,Mumbai,Maharashtra,Technology,Machines,403.35,4,0.2,92.05
IND-10611,2021-12-26,2021-12-30,Standard Class,Ankit Bansal,Consumer,Mumbai,Maharashtra,Furniture,Bookcases,3275.53,4,0.4,223.09
IND-10612,2022-09-17,2022-09-20,Standard Class,,Corporate,Udaipur,Rajasthan,Office Supplies,Paper,1673.14,1,0.2,369.19
IND-10613,2022-04-10,2022-04-11,Same Day,Kavita Chauhan,Consumer,Kolkata,West Bengal,Office Supplies,Binders,2801.35,9,0.2,700.31
IND-10614,2022-05-28,2022-05-30,Second Class,Sneha Chauhan,Corporate,Agra,Uttar Pradesh,Furniture,Chairs,"1,394.40",2,0.3,43.57
IND-10615,2021-03-24,2021-03-28,Second Class,Kiran Agarwal,Home Office,Kanpur,Uttar Pradesh,Furniture,Chairs,4458.32,2,0.1,1268.2
IND-10616,2023-02-14,2023-02-15,Same Day,Vikas Verma,Corporate,New Delhi,Delhi,Furniture,Tables,1416.33,3,0.3,-66.6
IND-10617,2021-09-16,2021-09-20,Standard Class,Suresh Agarwal,Consumer,New Delhi,Delhi,Technology,Accessories,537.61,7,0.0,186.65
IND-10618,2021-01-15,2021-01-19,Second Class,Ankit Tiwari,Home Office,New Delhi,Delhi,Office Supplies,Art,3738.91,1,0.3,55.65
IND-10619,2022-11-18,2022-11-22,Standard Class,Pooja Patel,Corporate,New Delhi,Delhi,OFFICE SUPPLIES,Paper,4029.97,4,0.4,43.09
IND-10620,2021-11-19,2021-11-23,Second Class,Priya Tiwari,Consumer,Kolkata,West Bengal,Furniture,Tables,1176.54,7,0.4,8.78
IND-10621,2021-10-15,2021-10-18,Standard Class,Priya Tiwari,Consumer,Udaipur,  rajasthan  ,Furniture,Chairs,616.99,6,0.3,144.72
IND-10622,2021-03-19,2021-03-22,Same Day,,Corporate,New Delhi,Delhi,Office Supplies,Storage,1012.38,9,0.3,175.91
IND-10623,2022-04-22,2022-04-24,Standard Class,Deepak Saxena,Consumer,Indore,Madhya Pradesh,Furniture,Furnishings,2743.29,9,0.1,932.28
